URL,Title,H1 - 1,H1 - 2,H2 - 1,H2 - 10,H2 - 11,H2 - 12,H2 - 13,H2 - 14,H2 - 15,H2 - 16,H2 - 17,H2 - 18,H2 - 19,H2 - 2,H2 - 20,H2 - 21,H2 - 22,H2 - 23,H2 - 24,H2 - 25,H2 - 26,H2 - 27,H2 - 28,H2 - 29,H2 - 3,H2 - 30,H2 - 31,H2 - 32,H2 - 33,H2 - 34,H2 - 35,H2 - 36,H2 - 37,H2 - 4,H2 - 5,H2 - 6,H2 - 7,H2 - 8,H2 - 9,META Description
https://elevenaustralia.au/products/maple-wood-paddle-brush,"
          WOODEN PADDLE BRUSH IN BOX
 – ELEVEN Australia",WOODENPADDLE BRUSH,,"


Item added to your cart",,,,,,,,,,,Complete Your Routine,,,,,,,,,,,Customer Reviews,,,,,,,,,"Your Cart 
          





",,,,,,"Our ELEVEN Australia Wooden Paddle Brush is the perfect every day, detangling brush to use during blow-drying or styling. Big enough to detangle all over in just a few strokes, thanks to the cushioned design and flexible bristles, that reduce stress to the hair and scalp. The wooden handle is made from natural beech wood, a sustainable material that significantly reduces static when brushing the hair, making it the ultimate addition to your styling kit. Paddle Brush Wood: 75mm x 235mm: Ideal for detangling while you are blow-drying or styling hair. Beech Wood handle: This natural wood is a sustainable and recyclable material. It is more heat resistant than plastic and reduces static electricity generated when brushing hair. The cushioned design reduces stress on the hair and scalp during blow-drying and styling and helps avoid unwanted breakage, ensuring a smooth finish every time."
https://elevenaustralia.au/pages/store-locator,"
          Store Locator
 – ELEVEN Australia",,,"


Item added to your cart",,,,,,,,,,, ELEVEN AUSTRALIA SALON FINDER,,,,,,,,,,,"Your Cart 
          





",,,,,,,,,,,,,,,Loading store locator from Stockist store locator...
https://elevenaustralia.au/products/keep-my-colour-treatment-50ml,"
          KEEP MY COLOUR TREATMENT BLONDE 50ML
 – ELEVEN Australia",KEEP MY COLOURTREATMENT BLONDE,,"


Item added to your cart",,,,,,,,,,,Ideal for,,,,,,,,,,,How do i use it,,,,,,,,,Stylist Tip,Hero Ingredients & Benefits ,Ingredients,Complete Your Routine,Customer Reviews,"Your Cart 
          





","ELEVEN Australia KEEP MY COLOUR TREATMENT BLONDE boosts tones while adding shine to achieve the iconic Australian blonde. The blue based treatment enhances cool, blonde tones to reduce brassiness. It also promotes a healthy shine, treats and conditions the hair with Macadamia Seed Oil."
https://elevenaustralia.au/collections/hair/soft-nourished,"
          Hair
 – tagged ""SOFT & NOURISHED"" – ELEVEN Australia",,,"


Item added to your cart",,,,,,,,,,,Hair,,,,,,,,,,,You may also like…See All ,,,,,,,,,"Your Cart 
          





",,,,,,"FIND YOUR FAVEFor healthier hair, you need products that are right for your hair type. Lucky for you, we have a product that suits every hair type and hair concern. Including the iconic MIRACLE LEAVE IN HAIR TREATMENT and MIRACLE HAIR MASK."
https://elevenaustralia.au/collections/scalp-type-all,"
          404 Not Found
 – ELEVEN Australia","
    Page not found
  ",,"


Item added to your cart",,,,,,,,,,,"Your Cart 
          





",,,,,,,,,,,,,,,,,,,,,,,,,,
https://elevenaustralia.au/collections/miracle-products,"
          Miracle Routine
 – ELEVEN Australia",,,"


Item added to your cart",,,,,,,,,,,Miracle Routine,,,,,,,,,,,You may also like…See All ,,,,,,,,,"Your Cart 
          





",,,,,,"Because more miracles are better than 1. Is your hair in need of a miracle? Introducing our miracle range featuring our number 1 selling and first-ever product, MIRACLE HAIR TREATMENT, our MIRACLE HAIR TREATMENT SPRAY, MIRACLE HAIR MASK and our new MIRACLE HAIR TREATMENT SHAMPOO AND CONDITIONER. The perfect routine you"
https://elevenaustralia.au/collections/defined-curls,"
          404 Not Found
 – ELEVEN Australia","
    Page not found
  ",,"


Item added to your cart",,,,,,,,,,,"Your Cart 
          





",,,,,,,,,,,,,,,,,,,,,,,,,,
https://elevenaustralia.au/pages/repair-my-hair,"
          REPAIR MY HAIR
 – ELEVEN Australia",,,"


Item added to your cart",,,,,,,,,,,REPAIR MY HAIR,,,,,,,,,,,Miracle Hair treatment,,,,,,,,,"Your Cart 
          





",,,,,,The ELEVEN Australia REPAIR MY HAIR range includes the REPAIR MY HAIR NOURISHING SHAMPOO & CONDITIONER which help to strengthen & rebuild damaged hair whilst adding protection from heat styling. For extra shine use ELEVEN Australia MIRACLE HAIR MASK to your routine & finish with SMOOTH & SHINE ANTI-FRIZZ SERUM.
https://elevenaustralia.au/products/small-round-brush,"
          SMALL ROUND BRUSH
 – ELEVEN Australia",SMALL ROUNDBRUSH,,"


Item added to your cart",,,,,,,,,,,Complete Your Routine,,,,,,,,,,,Customer Reviews,,,,,,,,,"Your Cart 
          





",,,,,,"The ELEVEN Australia Professional Round Brushes are about to make your heat styling a whole lot easier. Our magnesium barrel design not only cuts down on blowdry time but also stays cleaner for longer with anti-bacterial protection. Complete with anti-static coating, wild boar and nylon bristles, our Professional Round Brushes are styling made simple. Small Round Brush is 25mm in diameter, the must-have size for tight waves and curl."
https://elevenaustralia.au/products/slick-hold-styling-pomade-85g,"
          SLICK HOLD STYLING POMADE 85G
 – ELEVEN Australia",SLICK HOLDSTYLING POMADE,,"


Item added to your cart",,,,,,,,,,,Ideal for,,,,,,,,,,,How do i use it,,,,,,,,,Stylist Tip,KEY BENEFITS  ,Ingredients,Complete Your Routine,Customer Reviews,"Your Cart 
          





","ELEVEN Australia SLICK HOLD STYLING POMADE is the go-to product for anyone after a wet or high shine look. The pomade creates a sheen by enhancing hair’s natural moisture. Paired with high performing ingredients, the pomade creates a firm hold. Best suited for short hair or anyone after a groomed look with hold."
https://elevenaustralia.au/collections/hair/hair-concern-all,"
          Hair
 – tagged ""HAIR CONCERN All"" – ELEVEN Australia",,,"


Item added to your cart",,,,,,,,,,,Hair,,,,,,,,,,,You may also like…See All ,,,,,,,,,"Your Cart 
          





",,,,,,"FIND YOUR FAVEFor healthier hair, you need products that are right for your hair type. Lucky for you, we have a product that suits every hair type and hair concern. Including the iconic MIRACLE LEAVE IN HAIR TREATMENT and MIRACLE HAIR MASK."
https://elevenaustralia.au/products/i-want-body-texture-spray-50ml,"
          I WANT BODY TEXTURE SPRAY 50ML
 – ELEVEN Australia",I Want BodyTexture Spray,,"


Item added to your cart",,,,,,,,,,,Ideal for,,,,,,,,,,,How do i use it,,,,,,,,,Stylist Tip,KEY BENEFITS  ,Ingredients,Complete Your Routine,Customer Reviews,"Your Cart 
          





","First of its kind, ELEVEN Australia I Want Body Texture Spray combines powder and liquid to provide texture like nothing else. This unique mix can be used from roots to ends depending of the effect desired. This is the must-have styling product for fine to medium hair or anyone that loves texture!"
https://elevenaustralia.au/products/deep-clean-shampoo-50ml,"
          DEEP CLEAN SHAMPOO 50ML
 – ELEVEN Australia",Deep CleanShampoo,,"


Item added to your cart",,,,,,,,,,,Ideal for,,,,,,,,,,,How do i use it,,,,,,,,,Stylist Tip,Hero Ingredients & Benefits ,Ingredients,Complete Your Routine,Customer Reviews,"Your Cart 
          





","Give your hair the ultimate cleanse with ELEVEN Australia hair DEEP CLEAN SHAMPOO. Formulated with Orange Oil, the shampoo provides a rich cleanse while still leaving the hair and scalp feeling hydrated and healthy. For all hair types."
https://elevenaustralia.au/products/moisture-lotion-hand-body-cream-500ml,"
          MOISTURE LOTION HAND & BODY CREAM 500ML
 – ELEVEN Australia",MOISTURE LOTIONHAND & BODY CREAM,,"


Item added to your cart",,,,,,,,,,,Ideal for,,,,,,,,,,,How do i use it,,,,,,,,,,Hero Ingredients & Benefits ,Ingredients,Complete Your Routine,Customer Reviews,"Your Cart 
          





",ELEVEN Australia Moisture Lotion Hand & Body Cream is the perfect everyday moisturiser. Coconut Oil and Vitamin E fight free-radicals (molecules that damage skin cells). The lotion also provides instant hydration with Organic Cucumber and Aloe while Chamomile Extract and Castor Oil soothe skin in sore areas. It’s time to show your skin some love!
https://elevenaustralia.au/pages/hydrate-my-hair,"
          Hydrate My Hair
 – ELEVEN Australia",,,"


Item added to your cart",,,,,,,,,,,HYDRATE MY HAIR,,,,,,,,,,,Miracle Hair treatment,,,,,,,,,"Your Cart 
          





",,,,,,
https://elevenaustralia.au/products/strong-hold-styling-paste-85g,"
          STRONG HOLD STYLING PASTE 85G
 – ELEVEN Australia",STRONG HOLDSTYLING PASTE,,"


Item added to your cart",,,,,,,,,,,Ideal for,,,,,,,,,,,How do i use it,,,,,,,,,Stylist Tip,KEY BENEFITS  ,Ingredients,Complete Your Routine,Customer Reviews,"Your Cart 
          





","ELEVEN Australia STRONG HOLD STYLING PASTE is a balanced blend of lightweight ingredients to give all-day hold. The product maintains a firm hold and texture through a blend of Beeswax, Castor Seed Oil and PVP. Perfect for structured, short hair styling."
https://elevenaustralia.au/products/limited-edition-celebration-box-1,"
          LIMITED EDITION CELEBRATION BOX
 – ELEVEN Australia",LIMITED EDITION CELEBRATION BOX,ELEVEN Australia X Viscaya Wagner Holiday 2022,"


Item added to your cart",,,,,,,,,,,Ideal for,,,,,,,,,,,How do i use it,,,,,,,,,Stylist Tip,Ingredients,Complete Your Routine,Customer Reviews,"Your Cart 
          





",,"Our ELEVEN Australia advent calendar inspired box is complete with 11 surprise windows each filled with a cult-favourite ELEVEN Australia hair or body product (a few surprise accessories too!) – an unboxing experience that keeps on giving. Housed in a 100% recyclable, bright and colourful gift box, the featured products are versatile with something suitable for everyone. Our CELEBRATION BOX is the perfect gift for our loyal ELEVEN Australia enthusiasts, or for anyone new to the brand and can’t decide what product to try. Our LIMITED EDITION CELEBRATION BOX includes items valued at over $120.00. Here's what's inside: MIRACLE HAIR MASK 35ml MIRACLE HAIR TREATMENT 10ml HYDRATE MY HAIR MOISTURE SHAMPOO 50ml HYDRATE MY HAIR MOISTURE CONDITIONER 50ml DEEP CLEAN SHAMPOO 50ml WASH ME ALL OVER HAND & BODY WASH 50ml ELEVEN AUSTRALIA FRAGRANCE 01 STYLING BRUSH SMALL LIMITED EDITION ROSE GOLD PADDED CLIPS ELEVEN AUSTRALIA LIP & CHEEK TINT ELEVEN AUSTRALIA CLAW CLIP"
https://elevenaustralia.au/blogs/blog/the-biggest-cut-colour-and-style-hair-trends-for-2024,"
          Volume is Back!
 – ELEVEN Australia",,,"


Item added to your cart","WATCH JOEY SCANDIZZO EXPLAIN THE BENEFITS OF USING I WANT BODY VOLUME FOAM TO GET BIG, VOLUMINOUS HAIR",,"For more hair inspiration, follow us on Instagram",More blogs,"
            Blog post
          ","Your Cart 
          





",,,,,Volume is Back!,,,,,,,,,,,"
",,,,,,,,,"
                HOW TO USE ROLLERS TO GET 90S VOLUMINOUS HAIR
              ","
","
",,HOW TO CHOOSE THE RIGHT SIZE ROLLERS FOR YOUR HAIR,"
","Welcome to the Year of Voluminous Hair and…yep, Rollers! (Thanks to TikTok) There’s something nostalgic about the continued return of voluminous hair in 2022; about watching people take the time to put energy and effort into a hairstyle that makes them feel really glamorous."
https://elevenaustralia.au/pages/keep-my-curl,"
          ELEVEN Australia KEEP MY CURL hair care range
",,,"


Item added to your cart",,,,,,,,,,,KEEP MY CURL,,,,,,,,,,,Miracle Hair treatment,,,,,,,,,"Your Cart 
          





",,,,,,ELEVEN Australia KEEP MY CURL hair care range
https://elevenaustralia.au/products/miracle-hair-mask,"
          MIRACLE HAIR MASK 200ML
 – ELEVEN Australia",MIRACLE HAIRMASK,,"


Item added to your cart",,,,,,,,,,,Ideal for,,,,,,,,,,,How do i use it,,,,,,,,,Stylist Tip,Hero Ingredients & Benefits ,Ingredients,Complete Your Routine,Customer Reviews,"Your Cart 
          





","The ELEVEN Australia MIRACLE HAIR MASK is an ultra-nourishing treatment that replenishes lost moisture and restores hair's natural vitality. Enriched with a potent blend of Aloe Vera and White Mulberry Leaf, this antioxidant-rich formula deeply penetrates hair fibres to deliver intense hydration, leaving hair looking a"
https://elevenaustralia.au/collections/body,"
          Body
 – ELEVEN Australia",,,"


Item added to your cart",,,,,,,,,,,Body,,,,,,,,,,,You may also like…See All ,,,,,,,,,"Your Cart 
          





",,,,,,"That's right....taking care of your body's skin is just as important as taking care of your face and scalp. Our body products are designed to cleanse, hydrate, and repair from top to toe! Our body products are formulated with high-quality ingredients that nourish and protect your skin all year round."
https://elevenaustralia.au/pages/professional,"
          ELEVEN Australia Hair and Body Care - Professional
",,,"


Item added to your cart",How to: 11 step in-salon application guide,Refresh my Hair FOR PROFESSIONAL ENQUIRES,You still have a question or  need more information?,"Your Cart 
          





",,,,,,,Our range,,,,,,,,,,,OUR ICONS,,,,,,,,,CRUELTY FREE,GLUTEN FREE,VEGAN,AMMONIA FREE,PARABEN FREE,NATURALLY DERIVED INGREDIENTS,ELEVEN Australia Hair and Body Care - Professional
https://elevenaustralia.au/products/keep-my-curl-defining-cream-150ml,"
          KEEP MY CURL DEFINING CREAM 150ML
 – ELEVEN Australia",KEEP MY CURLDEFINING CREAM,,"


Item added to your cart",,,,,,,,,,,Ideal for,,,,,,,,,,,How do i use it,,,,,,,,,Stylist Tip,Hero Ingredients & Benefits ,Ingredients,Complete Your Routine,Customer Reviews,"Your Cart 
          





",ELEVEN Australia Enhance your hair’s natural style with ELEVEN Australia KEEP MY CURL DEFINING CREAM. This anti-frizz cream defines curls while keeping its natural wave. It controls frizz with conditioning ingredients. Embrace the curl!
https://elevenaustralia.au/products/miracle-spray-hair-treatment-125ml,"
          MIRACLE SPRAY HAIR TREATMENT 125ML
 – ELEVEN Australia",MIRACLE SPRAYHAIR TREATMENT,,"


Item added to your cart",,,,,,,,,,,Ideal for,,,,,,,,,,,How do i use it,,,,,,,,,Stylist Tip,Hero Ingredients & Benefits ,Ingredients,Complete Your Routine,Customer Reviews,"Your Cart 
          





","ELEVEN Australia MIRACLE SPRAY HAIR TREATMENT is a leave-in treatment that delivers 11 benefits your hair will LOVE. Add shine, smoothness and softness. Control frizz & flyaways. Moisturise. Strengthen fragile hair. Prevent split ends. Detangle & create manageability. Protect against heat styling. Enhance natural body. Repair dry damaged hair. Protect hair colour with UVA & UVB filters. Prevent sun damage Featuring a fresh new Melon Fragrance, Miracle Spray Hair Treatment is a must-have for all hair types."
https://elevenaustralia.au/collections/soft-nourished,"
          404 Not Found
 – ELEVEN Australia","
    Page not found
  ",,"


Item added to your cart",,,,,,,,,,,"Your Cart 
          





",,,,,,,,,,,,,,,,,,,,,,,,,,
https://elevenaustralia.au/collections/hair/itchy,"
          Hair
 – tagged ""ITCHY"" – ELEVEN Australia",,,"


Item added to your cart",,,,,,,,,,,Hair,,,,,,,,,,,You may also like…See All ,,,,,,,,,"Your Cart 
          





",,,,,,"FIND YOUR FAVEFor healthier hair, you need products that are right for your hair type. Lucky for you, we have a product that suits every hair type and hair concern. Including the iconic MIRACLE LEAVE IN HAIR TREATMENT and MIRACLE HAIR MASK."
https://elevenaustralia.au/collections/hair/oily,"
          Hair
 – tagged ""OILY"" – ELEVEN Australia",,,"


Item added to your cart",,,,,,,,,,,Hair,,,,,,,,,,,You may also like…See All ,,,,,,,,,"Your Cart 
          





",,,,,,"FIND YOUR FAVEFor healthier hair, you need products that are right for your hair type. Lucky for you, we have a product that suits every hair type and hair concern. Including the iconic MIRACLE LEAVE IN HAIR TREATMENT and MIRACLE HAIR MASK."
https://elevenaustralia.au/products/copy-of-keep-my-colour-blonde-toning-spray-200ml,"
          KEEP MY COLOUR BLONDE TONING SPRAY 200ML
 – ELEVEN Australia",KEEP MY COLOUR BLONDETONING SPRAY,,"


Item added to your cart",,,,,,,,,,,Ideal for,,,,,,,,,,,How do i use it,,,,,,,,,Stylist Tip,Hero Ingredients & Benefits ,Ingredients,Complete Your Routine,Customer Reviews,"Your Cart 
          





","ELEVEN Australia KEEP MY COLOUR BLONDE CONDITIONER is a leave-in spray that comes with heat protection and works to neutralise brassiness, enhance cool blonde tones and protect against daily heat styling up to 220°C."
https://elevenaustralia.au/products/hydrate-my-hair-moisture-conditioner-300ml,"
          HYDRATE MY HAIR MOISTURE CONDITIONER 300ML
 – ELEVEN Australia",HYDRATE MY HAIRMOISTURE CONDITIONER,,"


Item added to your cart",,,,,,,,,,,Ideal for,,,,,,,,,,,How do i use it,,,,,,,,,Stylist Tip,Hero Ingredients & Benefits ,Ingredients,Complete Your Routine,Customer Reviews,"Your Cart 
          





","ELEVEN Australia HYDRATE MY HAIR MOISTURE CONDITIONER in 300ml is a colour-safe, ultra-nourishing conditioner to combat Australia’s extreme climate. Hot, dry weather is one of the leading causes for hair breakage in Australia. Cucumber Extract, Hydrolysed Quinoa and Avocado Oil protect hair against further dry damage from hot temperatures and moisture-stripping winds for hydration in any environment."
https://elevenaustralia.au/collections/travel,"
          Travel
 – ELEVEN Australia",,,"


Item added to your cart",,,,,,,,,,,Travel,,,,,,,,,,,You may also like…See All ,,,,,,,,,"Your Cart 
          





",,,,,,"Travel-sized products are a great way to take your favourite hair and body care products on the go, whether you're heading out of town for a weekend or throw in your gym bag. Our travel-sized products are designed to keep your hair and skin looking and feeling great, no matter where life takes you. Browse our range tod"
https://elevenaustralia.au/products/limited-edition-miracle-hair-treatment-175ml,"
          404 Not Found
 – ELEVEN Australia","
    Page not found
  ",,"


Item added to your cart",,,,,,,,,,,"Your Cart 
          





",,,,,,,,,,,,,,,,,,,,,,,,,,
https://elevenaustralia.au/products/give-me-hold-flexible-hairspray,"
          GIVE ME HOLD FLEXIBLE HAIRSPRAY 300ML
 – ELEVEN Australia",GIVE ME HOLDFLEXIBLE HAIRSPRAY,,"


Item added to your cart",,,,,,,,,,,Ideal for,,,,,,,,,,,How do i use it,,,,,,,,,Stylist Tip,KEY BENEFITS  ,Ingredients,Complete Your Routine,Customer Reviews,"Your Cart 
          





",ELEVEN Australia GIVE ME HOLD FLEXIBLE HAIRSPRAY is an all-round hairspray that can be used for shaping or finishing without weighing the hair down. The ‘flexible’ hairspray can be built up to a strong hold by reapplying or brushed out with ease.
https://elevenaustralia.au/products/smooth-me-now-anti-frizz-conditioner-300ml,"
          SMOOTH ME NOW ANTI-FRIZZ CONDITIONER 300ML
 – ELEVEN Australia",SMOOTH ME NOWANTI-FRIZZ CONDITIONER,,"


Item added to your cart",,,,,,,,,,,Ideal for,,,,,,,,,,,How do i use it,,,,,,,,,Stylist Tip,Hero Ingredients & Benefits ,Ingredients,Complete Your Routine,Customer Reviews,"Your Cart 
          





","Take control of your hair by switching to ELEVEN Australia SMOOTH ME NOW ANTI-FRIZZ CONDITIONER. Avocado Oil and Cucumber Extract condition, strengthen and soothes the hair, leaving it smooth and manageable. Use before styling for all-day frizz control."
https://elevenaustralia.au/account/register,"
          Create Account
 – ELEVEN Australia","
    Create account
  ",,"


Item added to your cart",,,,,,,,,,,"Your Cart 
          





",,,,,,,,,,,,,,,,,,,,,,,,,,
https://elevenaustralia.au/blogs/blog/eleven-australia-x-viscaya-wagner-holiday-2022,"
          ELEVEN Australia X Viscaya Wagner Holiday 2022
",,,"


Item added to your cart","
          11 Of Our Favourite Products To Stock Up On This Cyber Weekend!
        ","
          ELEVEN Australia X Viscaya Wagner Holiday 2022
        ","Your Cart 
          





",,,,,,,,"
                HOLIDAY COLLECTION 2022
              ",,,,,,,,,,,SHOP HOLIDAY,,,,,,,,,"
","""Art is the greatest when it can be accessed by everyone"" - Viscaya Wagner","
                ""The colours came from the ELEVEN Australia packaging themselves, we wanted to make sure that everything felt really cohesive and bright and playful"".
              ","
",More from ELEVEN Australia,"
          Olympic Gold Medallist and Ski Champion Jakara Anthony discusses her haircare Secrets and life on the slopes with ELEVEN Australia
        ","We LOVE the festive season, but we LOVE our ELEVEN Australia x Viscaya Wagner HOLIDAY collection even more! Choose from our Limited Edition Trios; HYDRATE, REPAIR, KEEP MY COLOUR BLONDE, SMOOTH and VOLUME. Each come with Shampoo and Conditioner plus a treatment or styling product to finish your look."
https://elevenaustralia.au/products/gentle-hydrate-conditioner-bar,"
          GENTLE HYDRATE CONDITIONER BAR 70G
 – ELEVEN Australia",Gentle HydrateConditioner Bar,,"


Item added to your cart",,,,,,,,,,,Ideal for,,,,,,,,,,,How do i use it,,,,,,,,,Stylist Tip,Hero Ingredients & Benefits ,Ingredients,Complete Your Routine,Customer Reviews,"Your Cart 
          





",ELEVEN Australia GENTLE HYDRATE CONDITIONER BAR is an everyday conditioner bar to moisturise and nourish hair and scalp.
https://elevenaustralia.au/products/styling-brush-small,"
          STYLING BRUSH SMALL
 – ELEVEN Australia",Styling BrushSmall,,"


Item added to your cart",,,,,,,,,,,Complete Your Routine,,,,,,,,,,,Customer Reviews,,,,,,,,,"Your Cart 
          





",,,,,,"ELEVEN Australia have the ultimate everyday hairbrush and smoothing tool, made from a combination of cruelty-free natural bristles and quality nylon. Small brush: 177mm x 56mm"
https://elevenaustralia.au/collections/all,"
          All
 – ELEVEN Australia",,,"


Item added to your cart",,,,,,,,,,,Shop All,,,,,,,,,,,You may also like…See All ,,,,,,,,,"Your Cart 
          





",,,,,,"Hair and body care doesn’t have to be complicated, it just needs to work. We've used high performing ingredients to create simple and easy-to-use products that do exactly what they say they will. Start scrolling to get the hair of your dreams. Find your favourites, MIRACLE LEAVE IN TREATMENT and MIRACLE HAIR MASK."
https://elevenaustralia.au/collections/body-volume,"
          404 Not Found
 – ELEVEN Australia","
    Page not found
  ",,"


Item added to your cart",,,,,,,,,,,"Your Cart 
          





",,,,,,,,,,,,,,,,,,,,,,,,,,
https://elevenaustralia.au/products/repair-my-hair-nourishing-conditioner-50ml,"
          REPAIR MY HAIR NOURISHING CONDITIONER 50ML
 – ELEVEN Australia",REPAIR MY HAIRNOURISHING CONDITIONER,,"


Item added to your cart",,,,,,,,,,,Ideal for,,,,,,,,,,,How do i use it,,,,,,,,,Stylist Tip,Hero Ingredients & Benefits ,Ingredients,Complete Your Routine,Customer Reviews,"Your Cart 
          





",ELEVEN Australia REPAIR MY HAIR NOURISHING CONDITIONER is a strengthening conditioner used to rebuild damaged hair and protect from heat styling.
https://elevenaustralia.au/blogs/blog/the-biggest-cut-colour-and-style-hair-trends-for-2022,"
          ELEVEN Australia Hair Trends for 2022
",,,"


Item added to your cart",ACCESSORIES,"
                “A lot of people are accessorising with bows like Ariana Grande’s half-up swoop or this great pic I saw the other day of a girl with hair swung low in two pigtails, finished with a stylish beret. There are so many options to accessorise and elevate your everyday look so don’t be afraid to get creative.” Rachel Vitullo
              ","
",COLOUR,"
                “We’re taking a personalised approach to colour in the salon. If you’re daring for a change, whether it be from blonde to copper or heavy highlights to balayage or the extreme of brunette to blonde, speak to your hairdresser about what is going to suit your skin, eye colour and lifestyle the best. You don’t have to have a big change if you’re not up for it. We’ve had some people come in and want to take their blonde hair to peach for a slight tone change. We like to treat blonde hair like a canvas – having a change in tone means you can have a colour change without it being permanent.” Rachel Vitullo
              ","
",More blogs,"
            Blog post
          ","Your Cart 
          





",,"The biggest cut, colour and style hair trends for 2022",,,,,,,,,,,"
                “We’re really excited that we now have the opportunity to take the time to really workshop and personalise a new cut, colour and style for our clients and really tailor something beautiful that suits their individuality. Every possible way of looking or feeling amazing was taken away from us for so long, what better way to bring in the new y(ou)ear than have your professional stylist look at you with fresh eyes and make you feel your best,” says Rachel.
              ",,,,,,,,,COOL CUTS,"
","
                “It’s all about cool and edgy haircuts for 2022. Expect to see bold style statements like pixie cuts and buzz cuts. Think 90s layers, mid-length crops, draped and textured fringes, bold steps, and lots of face-framing for long hair – with an edge! And of course, my all-time favorite that is never not in fashion – the Bob!” says Joey Scandizzo
              ",THE MODERN 90S SUPERMODEL BLOWOUT,"
                Rachel says, “People are reverting back to wanting those old school styling techniques but making them modern. Stylists are now playing with velcro rollers and pinning their client’s hair away from their face in more of a new school way. So rather than setting their hair from wet, like they did in the 60s, they are using hot tools like a curling iron rather than a blow dryer to enhance movement and sectioning as you would with rollers. The key to making this more modern is to flip waves away from the face and set the rollers in a more natural way to suit each individual face shape.”
              ","
","From the new 70s shag to Winona Ryder-esque short crops, here are the hair trends to look forward to in 2022, according to our Co-creative Director Joey Scandizzo and Australian Colourist of the year and ELEVEN Australia Education Ambassador, Rachel Vitullo. Featuring MIRACLE Treatment, Shampoo & Conditioner"
https://elevenaustralia.au/products/styling-brush-small-ltd-edition-rose-gold,"
          STYLING BRUSH SMALL LIMITED EDITION ROSE GOLD
 – ELEVEN Australia",Styling Brush SmallLimited Edition Rose Gold,,"


Item added to your cart",,,,,,,,,,,Complete Your Routine,,,,,,,,,,,Customer Reviews,,,,,,,,,"Your Cart 
          





",,,,,,"ELEVEN Australia have an everyday hairbrush and smoothing tool, made from a combination of cruelty-free natural bristles and quality nylon. Small brush: 177mm x 56mm Box not included."
https://elevenaustralia.au/collections/hair/frizz,"
          Hair
 – tagged ""FRIZZ"" – ELEVEN Australia",,,"


Item added to your cart",,,,,,,,,,,Hair,,,,,,,,,,,You may also like…See All ,,,,,,,,,"Your Cart 
          





",,,,,,"FIND YOUR FAVEFor healthier hair, you need products that are right for your hair type. Lucky for you, we have a product that suits every hair type and hair concern. Including the iconic MIRACLE LEAVE IN HAIR TREATMENT and MIRACLE HAIR MASK."
https://elevenaustralia.au/collections/hair/soft-nourished?page=2,"
          Hair
 – tagged ""SOFT & NOURISHED"" – Page 2 – ELEVEN Australia",,,"


Item added to your cart",,,,,,,,,,,Hair,,,,,,,,,,,You may also like…See All ,,,,,,,,,"Your Cart 
          





",,,,,,"FIND YOUR FAVEFor healthier hair, you need products that are right for your hair type. Lucky for you, we have a product that suits every hair type and hair concern. Including the iconic MIRACLE LEAVE IN HAIR TREATMENT and MIRACLE HAIR MASK."
https://elevenaustralia.au/policies/shipping-policy,"
          Shipping policy
 – ELEVEN Australia",Shipping policy,,"


Item added to your cart",,,,,,,,,,,"Your Cart 
          





",,,,,,,,,,,,,,,,,,,,,,,,,,
https://elevenaustralia.au/products/scalp-brush,"
          SCALP BRUSH
 – ELEVEN Australia",ScalpBrush,,"


Item added to your cart",,,,,,,,,,,Complete Your Routine,,,,,,,,,,,Customer Reviews,,,,,,,,,"Your Cart 
          





",,,,,,"ELEVEN Australia Scalp brush is the perfect accessory to your shampoo routine. Featuring an ergonomic design, easily use to deeply cleanse scalp when shampooing or on dry hair to massage promoting blood circulation and hair growth Eleven Australia scalp brush: Stimulates the scalp Boosts blood circulation and moves oxygen and nutrients through to each strand of the hair Keeps pores of the hair and scalp clean"
https://elevenaustralia.au/collections/gluten-free,"
          Gluten Free
 – ELEVEN Australia",,,"


Item added to your cart",,,,,,,,,,,Gluten Free,,,,,,,,,,,You may also like…See All ,,,,,,,,,"Your Cart 
          





",,,,,,"Looking for a range of gluten-free hair products? Shop our range of gluten-friendly shampoos, treatments and styling products. Choose from products like MIRACLE HAIR MASK, I WANT BODY VOLUME SHAMPOO, SMOOTH ME NOW ANTI-FRIZZ SHAMPOO, HYDRATE ME NOW MOISTURE SHAMPOO and CONDITIONER and our ANTI-FRIZZ SERUM."
https://elevenaustralia.au/products/smooth-miracle-trio,"
          SMOOTH & MIRACLE TRIO
 – ELEVEN Australia",SMOOTH & MIRACLE TRIO,,"


Item added to your cart",,,,,,,,,,,Ideal for,,,,,,,,,,,How do i use it,,,,,,,,,Stylist Tip,Hero Ingredients & Benefits ,Ingredients,Complete Your Routine,Customer Reviews,"Your Cart 
          





","Nutrient-rich ELEVEN Australia SMOOTH ME NOW ANTI-FRIZZ SHAMPOO fights the two main causes of frizz – damage and dryness. The formula strengthens the hair shaft with protein while helping hair retain moisture. Thick and coarse or dry and frail, this shampoo is the ultimate frizz fighter!"
